,R_0,R_hsb,R_s,R_q,Abs_Benefit,Rel_Benefit,NNQ,obs_to_iso_q,Abs_Benefit_per_Qday,ks,d_inf,pi_t_triangle_center,T_lat_offset,dispersion,Setting,disease,Rel_Benefit_per_Qday,R0_Rs,R0_Rq
9820,4.037,3.907,3.843,3.115,0.728,0.19,1.373,10.593,0.069,0.117,17.823,0.05,-4.59,1,LR,HepatitisA,0.018,0.193,0.922
9821,1.827,1.779,1.857,1.392,0.465,0.25,2.151,12.026,0.039,0.181,5.601,0.792,-5.494,1,LR,HepatitisA,0.021,-0.03,0.435
9822,3.701,3.595,3.502,2.797,0.705,0.201,1.418,10.709,0.066,0.129,16.35,0.15,-4.705,1,LR,HepatitisA,0.019,0.199,0.904
9823,3.49,3.508,3.458,2.56,0.898,0.26,1.113,11.889,0.076,0.183,9.529,0.61,-6.557,1,LR,HepatitisA,0.022,0.031,0.93
9824,3.971,3.9,3.985,3.042,0.943,0.237,1.06,12.95,0.073,0.133,5.2,0.015,-2.736,1,LR,HepatitisA,0.018,-0.014,0.929
9825,4.323,4.242,4.187,3.217,0.97,0.232,1.031,11.613,0.084,0.068,14.345,0.078,-4.595,1,LR,HepatitisA,0.02,0.136,1.106
9826,4.539,4.57,4.41,3.442,0.968,0.22,1.033,11.321,0.086,0.15,7.643,0.985,-6.115,1,LR,HepatitisA,0.019,0.129,1.097
9827,1.365,1.331,1.359,1.042,0.317,0.233,3.152,9.784,0.032,0.171,17.974,0.208,-7.321,1,LR,HepatitisA,0.024,0.005,0.323
9828,2.754,2.812,2.677,2.193,0.483,0.181,2.069,11.559,0.042,0.093,5.99,0.544,-3.958,1,LR,HepatitisA,0.016,0.077,0.56
9829,4.29,4.097,4.045,3.345,0.7,0.173,1.429,9.335,0.075,0.075,18.038,0.389,-6.582,1,LR,HepatitisA,0.019,0.245,0.945
9830,4.919,4.79,4.635,3.717,0.918,0.198,1.089,10.574,0.087,0.161,16.392,0.082,-4.089,1,LR,HepatitisA,0.019,0.284,1.202
9831,2.039,2.045,2.055,1.395,0.66,0.321,1.515,10.622,0.062,0.167,13.628,0.484,-6.992,1,LR,HepatitisA,0.03,-0.016,0.644
9832,4.001,3.87,3.858,2.908,0.95,0.246,1.053,10.921,0.087,0.125,14.351,0.166,-4.468,1,LR,HepatitisA,0.023,0.142,1.092
9833,3.257,3.255,3.167,2.485,0.682,0.215,1.467,11.381,0.06,0.073,12.761,0.136,-4.49,1,LR,HepatitisA,0.019,0.09,0.772
9834,2.187,2.178,2.147,1.667,0.48,0.224,2.083,9.961,0.048,0.153,19.976,0.327,-5.958,1,LR,HepatitisA,0.022,0.04,0.52
9835,1.25,1.234,1.241,0.94,0.301,0.243,3.323,10.953,0.027,0.113,8.794,0.959,-6.332,1,LR,HepatitisA,0.022,0.009,0.31
9836,3.301,3.16,3.182,2.432,0.75,0.236,1.333,10.036,0.075,0.101,17.905,0,-6.057,1,LR,HepatitisA,0.023,0.119,0.869
9837,4.461,4.307,4.488,3.215,1.273,0.284,1,12.215,0.104,0.159,6.465,0.871,-5.542,1,LR,HepatitisA,0.023,-0.027,1.246
9838,1.656,1.631,1.572,1.235,0.337,0.214,2.97,9.8,0.034,0.143,20,0.398,-5.991,1,LR,HepatitisA,0.022,0.084,0.421
9839,2.948,2.995,3.005,2.273,0.732,0.243,1.367,11.48,0.064,0.069,9.953,0.798,-5.806,1,LR,HepatitisA,0.021,-0.057,0.675
9840,2.904,2.915,2.807,2.27,0.537,0.191,1.863,11.023,0.049,0.093,10.533,0.043,-4.091,1,LR,HepatitisA,0.017,0.097,0.634
9841,3.851,3.665,3.647,2.935,0.712,0.195,1.405,11.243,0.063,0.112,14.457,0.186,-4.492,1,LR,HepatitisA,0.017,0.204,0.916
9842,2.716,2.583,2.68,2.088,0.592,0.221,1.69,9.911,0.06,0.109,20,0.213,-6.193,1,LR,HepatitisA,0.022,0.036,0.628
9843,4.617,4.543,4.662,3.588,1.073,0.23,1,11.699,0.092,0.088,9.789,0.111,-4.714,1,LR,HepatitisA,0.02,-0.044,1.029
9844,4.97,4.903,4.772,3.592,1.18,0.247,1,10.193,0.116,0.207,19.669,0.071,-6.978,1,LR,HepatitisA,0.024,0.199,1.379
9845,3.064,3.002,3.008,2.277,0.732,0.243,1.367,11.127,0.066,0.104,13.253,1,-6.591,1,LR,HepatitisA,0.022,0.056,0.788
9846,2.678,2.628,2.582,1.858,0.723,0.28,1.382,11.371,0.064,0.089,14.472,0.072,-5.07,1,LR,HepatitisA,0.025,0.096,0.819
9847,4.872,4.585,4.573,3.543,1.03,0.225,1,10.421,0.099,0.125,18.285,0.046,-4.527,1,LR,HepatitisA,0.022,0.299,1.329
9848,4.763,4.72,4.607,3.533,1.073,0.233,1,11.028,0.097,0.074,13.302,0.293,-5.413,1,LR,HepatitisA,0.021,0.157,1.23
9849,1.458,1.381,1.397,1.101,0.296,0.212,3.378,9.837,0.03,0.101,19.33,0.064,-5.891,1,LR,HepatitisA,0.022,0.061,0.357
9850,3.821,3.788,3.667,2.905,0.762,0.208,1.313,10.719,0.071,0.125,17.55,0.002,-4.506,1,LR,HepatitisA,0.019,0.154,0.916
9851,2.178,2.055,2.152,1.595,0.557,0.259,1.796,10.976,0.051,0.154,10.398,0.223,-3.931,1,LR,HepatitisA,0.024,0.027,0.583
9852,3.497,3.47,3.433,2.553,0.88,0.256,1.136,11.031,0.08,0.139,14.854,0.231,-6.301,1,LR,HepatitisA,0.023,0.063,0.943
9853,2.005,2.012,2.012,1.503,0.508,0.253,1.967,11.189,0.045,0.064,11.926,0.517,-5.498,1,LR,HepatitisA,0.023,-0.006,0.502
9854,3.116,3.148,3.098,2.323,0.775,0.25,1.29,12.154,0.064,0.153,6.99,0.802,-3.858,1,LR,HepatitisA,0.021,0.017,0.792
9855,2.812,2.723,2.745,2.113,0.632,0.23,1.583,12.495,0.051,0.108,2,0.997,-3.552,1,LR,HepatitisA,0.018,0.067,0.698
9856,3.671,3.5,3.583,2.672,0.912,0.254,1.097,11.852,0.077,0.121,14.46,0.271,-4.857,1,LR,HepatitisA,0.021,0.087,0.999
9857,1.187,1.143,1.169,0.858,0.311,0.266,3.218,10.451,0.03,0.061,14.815,0.071,-4.931,1,LR,HepatitisA,0.025,0.018,0.329
9858,2.624,2.672,2.567,1.995,0.572,0.223,1.749,10.021,0.057,0.068,15.424,0.18,-5.96,1,LR,HepatitisA,0.022,0.058,0.629
9859,1.924,1.911,1.827,1.448,0.378,0.207,2.643,9.988,0.038,0.1,17.542,0.783,-7.726,1,LR,HepatitisA,0.021,0.097,0.476
9860,2.179,2.123,2.137,1.593,0.543,0.254,1.84,9.828,0.055,0.118,15.822,0.184,-6.452,1,LR,HepatitisA,0.026,0.043,0.586
9861,1.583,1.531,1.555,1.12,0.435,0.28,2.299,10.71,0.041,0.105,17.242,0.176,-6.374,1,LR,HepatitisA,0.026,0.028,0.463
9862,2.507,2.372,2.367,1.84,0.527,0.223,1.899,10.064,0.052,0.105,15.282,0.074,-5.668,1,LR,HepatitisA,0.022,0.14,0.667
9863,3.537,3.42,3.377,2.758,0.618,0.183,1.617,10.064,0.061,0.07,18.709,0.019,-5.324,1,LR,HepatitisA,0.018,0.16,0.778
9864,2.506,2.385,2.495,1.992,0.503,0.202,1.987,9.252,0.054,0.162,15.415,0.342,-7.059,1,LR,HepatitisA,0.022,0.011,0.514
9865,3.972,3.985,3.99,2.97,1.02,0.256,1,10.803,0.094,0.064,14.054,0.345,-6.204,1,LR,HepatitisA,0.024,-0.018,1.002
9866,3.579,3.513,3.497,2.8,0.697,0.199,1.435,10.456,0.067,0.176,17.28,0.099,-4.264,1,LR,HepatitisA,0.019,0.082,0.779
9867,2.895,2.81,2.847,2.222,0.625,0.22,1.6,10.009,0.062,0.109,13.306,0.089,-5.532,1,LR,HepatitisA,0.022,0.048,0.673
9868,1.544,1.525,1.478,1.188,0.29,0.196,3.448,11.888,0.024,0.101,8.614,0.512,-4.34,1,LR,HepatitisA,0.017,0.065,0.355
9869,2.117,1.973,2.14,1.62,0.52,0.243,1.923,11.006,0.047,0.17,15.793,0.09,-4.153,1,LR,HepatitisA,0.022,-0.023,0.497
9870,4.118,3.973,4.03,3.083,0.947,0.235,1.056,12.227,0.077,0.107,5.964,0.699,-4.492,1,LR,HepatitisA,0.019,0.088,1.035
9871,3.783,3.833,3.797,2.898,0.898,0.237,1.113,11.355,0.079,0.105,12.241,0.511,-5.802,1,LR,HepatitisA,0.021,-0.013,0.885
9872,3.663,3.605,3.578,2.63,0.948,0.265,1.054,11.904,0.08,0.094,10.495,0.899,-6.517,1,LR,HepatitisA,0.022,0.085,1.033
9873,2.055,2.095,2.038,1.558,0.48,0.235,2.083,10.625,0.045,0.112,13.986,0.442,-6.338,1,LR,HepatitisA,0.022,0.017,0.497
9874,4.783,4.758,4.822,3.635,1.187,0.246,1,10.343,0.115,0.19,14.425,0.268,-6.843,1,LR,HepatitisA,0.024,-0.039,1.148
9875,3.225,3.068,3.193,2.61,0.583,0.183,1.714,11.254,0.052,0.198,12.261,0.262,-3.71,1,LR,HepatitisA,0.016,0.032,0.615
9876,4.806,4.737,4.64,3.558,1.082,0.233,1,11.316,0.096,0.074,9.738,0.827,-5.562,1,LR,HepatitisA,0.021,0.166,1.248
9877,4.362,4.353,4.352,3.335,1.017,0.234,1,11.958,0.085,0.096,9.977,0.184,-4.231,1,LR,HepatitisA,0.02,0.011,1.027
9878,2.353,2.213,2.358,1.818,0.54,0.229,1.852,10.745,0.05,0.159,10.512,0.705,-4.601,1,LR,HepatitisA,0.021,-0.005,0.535
9879,3.992,3.84,3.862,2.995,0.867,0.224,1.154,11.105,0.078,0.088,9.56,0.316,-4.356,1,LR,HepatitisA,0.02,0.13,0.997
9880,4.611,4.49,4.578,3.352,1.227,0.268,1,12.026,0.102,0.123,14.635,0.143,-4.279,1,LR,HepatitisA,0.022,0.033,1.259
9881,4.461,4.368,4.27,3.343,0.927,0.217,1.079,10.318,0.09,0.075,16.068,0.098,-5.312,1,LR,HepatitisA,0.021,0.191,1.118
9882,4.173,4.012,4.13,3.212,0.918,0.222,1.089,9.68,0.095,0.086,18.169,0.264,-6.449,1,LR,HepatitisA,0.023,0.043,0.962
9883,3.018,2.953,3.007,2.343,0.663,0.221,1.508,10.53,0.063,0.123,16.352,0.36,-6.714,1,LR,HepatitisA,0.021,0.011,0.674
9884,4.701,4.737,4.363,3.692,0.672,0.154,1.489,10.108,0.066,0.062,13.745,0.429,-5.323,1,LR,HepatitisA,0.015,0.338,1.009
9885,2.905,2.807,2.877,2.08,0.797,0.277,1.255,11.331,0.07,0.056,11.981,0.913,-6.623,1,LR,HepatitisA,0.024,0.028,0.825
9886,4.195,4.255,4.015,2.98,1.035,0.258,1,10.979,0.094,0.073,16.547,0.038,-4.741,1,LR,HepatitisA,0.023,0.18,1.215
9887,4.285,4.19,4.178,3.215,0.963,0.231,1.038,10.869,0.089,0.053,13.213,0.382,-5.625,1,LR,HepatitisA,0.021,0.107,1.07
9888,4.542,4.423,4.492,3.245,1.247,0.278,1,10.695,0.117,0.059,14.252,0.146,-5.112,1,LR,HepatitisA,0.026,0.05,1.297
9889,3.474,3.313,3.592,2.607,0.985,0.274,1.015,10.73,0.092,0.091,14.071,0.872,-6.724,1,LR,HepatitisA,0.026,-0.118,0.867
9890,4.54,4.352,4.32,3.442,0.878,0.203,1.139,11.507,0.076,0.128,11.144,1,-5.19,1,LR,HepatitisA,0.018,0.22,1.098
9891,2.294,2.325,2.288,1.737,0.552,0.241,1.813,12.242,0.045,0.108,8.304,0.886,-4.784,1,LR,HepatitisA,0.02,0.006,0.558
9892,2.038,2.053,2.033,1.503,0.53,0.261,1.887,11.908,0.045,0.133,8.009,0.791,-4.234,1,LR,HepatitisA,0.022,0.004,0.534
9893,3.108,2.978,2.977,2.283,0.693,0.233,1.442,10.738,0.065,0.15,14.781,0.391,-4.761,1,LR,HepatitisA,0.022,0.131,0.824
9894,1.381,1.363,1.365,1.067,0.299,0.219,3.348,10.699,0.028,0.083,12.782,0.295,-5.443,1,LR,HepatitisA,0.02,0.016,0.315
9895,1.643,1.619,1.623,1.215,0.408,0.252,2.449,10.739,0.038,0.122,10.634,0.987,-5.799,1,LR,HepatitisA,0.023,0.02,0.428
9896,3.423,3.325,3.313,2.587,0.727,0.219,1.376,10.91,0.067,0.055,12.924,0,-4.727,1,LR,HepatitisA,0.02,0.109,0.836
9897,3.185,3.205,3.145,2.358,0.787,0.25,1.271,10.391,0.076,0.173,14.706,0.001,-6.097,1,LR,HepatitisA,0.024,0.04,0.827
9898,1.047,1.107,1.034,0.768,0.266,0.257,3.757,10.423,0.026,0.053,14.207,0.004,-4.776,1,LR,HepatitisA,0.025,0.013,0.28
9899,1.338,1.309,1.339,0.979,0.359,0.269,2.782,12.296,0.029,0.158,7.089,0.74,-3.871,1,LR,HepatitisA,0.022,0,0.359
9900,4.051,4,4.127,3.087,1.04,0.252,1,10.271,0.101,0.072,12.784,0.292,-5.174,1,LR,HepatitisA,0.025,-0.076,0.964
9901,2.227,2.233,2.263,1.74,0.523,0.231,1.911,10.716,0.049,0.172,8.196,0.741,-6.207,1,LR,HepatitisA,0.022,-0.036,0.487
9902,2.396,2.457,2.297,1.742,0.555,0.242,1.802,11.598,0.048,0.05,14.819,0.332,-5.786,1,LR,HepatitisA,0.021,0.099,0.654
9903,1.61,1.581,1.637,1.223,0.413,0.253,2.419,10.755,0.038,0.086,15.249,0.371,-6.164,1,LR,HepatitisA,0.023,-0.027,0.387
9904,3.479,3.523,3.425,2.543,0.882,0.257,1.134,12.418,0.071,0.198,10.971,0.222,-3.435,1,LR,HepatitisA,0.021,0.054,0.936
9905,1.299,1.27,1.274,0.931,0.343,0.269,2.917,12.079,0.028,0.073,8.826,0.787,-5.31,1,LR,HepatitisA,0.022,0.025,0.368
9906,4.814,4.713,4.703,3.45,1.253,0.266,1,10.749,0.117,0.08,18.789,0.012,-5.153,1,LR,HepatitisA,0.025,0.111,1.364
9907,2.439,2.518,2.508,1.813,0.695,0.277,1.439,8.835,0.079,0.165,18.725,0.04,-6.492,1,LR,HepatitisA,0.031,-0.07,0.625
9908,1.543,1.459,1.437,1.207,0.23,0.16,4.348,11.483,0.02,0.251,17.089,0.187,-3.66,1,LR,HepatitisA,0.014,0.107,0.337
9909,4.565,4.452,4.622,3.567,1.055,0.228,1,10.761,0.098,0.066,12.6,0.013,-4.573,1,LR,HepatitisA,0.021,-0.057,0.998
9910,3.271,3.372,3.053,2.477,0.577,0.189,1.734,10.182,0.057,0.098,15.715,0.283,-5.245,1,LR,HepatitisA,0.019,0.218,0.794
9911,2.871,2.737,2.883,2.128,0.755,0.262,1.325,10.389,0.073,0.133,17.097,0.473,-6.774,1,LR,HepatitisA,0.025,-0.012,0.743
9912,4.726,4.757,4.687,3.473,1.213,0.259,1,12.497,0.097,0.114,10.139,0.344,-4.452,1,LR,HepatitisA,0.021,0.04,1.253
9913,1.172,1.161,1.141,0.93,0.211,0.185,4.737,10.967,0.019,0.091,10.564,0.221,-4.359,1,LR,HepatitisA,0.017,0.03,0.241
9914,1.494,1.466,1.37,1.082,0.288,0.21,3.468,10.17,0.028,0.179,16.223,0.464,-5.077,1,LR,HepatitisA,0.021,0.124,0.412
9915,3.928,3.818,3.922,2.938,0.983,0.251,1.017,10.709,0.092,0.15,16.367,0.039,-4.007,1,LR,HepatitisA,0.023,0.006,0.99
9916,4.494,4.395,4.253,3.335,0.918,0.216,1.089,11.039,0.083,0.102,12.737,0.378,-6.203,1,LR,HepatitisA,0.02,0.241,1.159
9917,3.743,3.723,3.95,2.87,1.08,0.273,1,9.872,0.109,0.159,11.407,0.303,-6.185,1,LR,HepatitisA,0.028,-0.207,0.873
9918,4.153,4.048,3.978,3.022,0.957,0.24,1.045,11.491,0.083,0.066,14.213,0.487,-6.102,1,LR,HepatitisA,0.021,0.175,1.131
9919,1.602,1.527,1.677,1.178,0.498,0.297,2.007,10.987,0.045,0.07,15.662,0.195,-5.189,1,LR,HepatitisA,0.027,-0.075,0.424
9920,4.812,4.82,4.878,3.665,1.213,0.249,1,11.781,0.103,0.09,5.158,0.568,-4.115,1,LR,HepatitisA,0.021,-0.067,1.147
9921,3.447,3.385,3.362,2.632,0.73,0.217,1.37,12.867,0.057,0.198,2.728,0.294,-2.217,1,LR,HepatitisA,0.017,0.085,0.815
9922,1.781,1.741,1.823,1.252,0.572,0.314,1.749,10.957,0.052,0.078,16.094,0.254,-5.802,1,LR,HepatitisA,0.029,-0.042,0.53
9923,2.423,2.407,2.33,1.877,0.453,0.195,2.206,10.773,0.042,0.11,10.529,0.828,-6.349,1,LR,HepatitisA,0.018,0.093,0.547
9924,1.138,1.125,1.093,0.872,0.222,0.203,4.514,11.476,0.019,0.149,12.47,0.251,-4.089,1,LR,HepatitisA,0.018,0.045,0.266
9925,2.136,2.033,2.145,1.568,0.577,0.269,1.734,10.24,0.056,0.091,16.975,0.53,-7.192,1,LR,HepatitisA,0.026,-0.009,0.568
9926,4.648,4.577,4.602,3.578,1.023,0.222,1,10.325,0.099,0.092,13.812,0.508,-6.797,1,LR,HepatitisA,0.022,0.047,1.07
9927,2.487,2.445,2.482,1.85,0.632,0.255,1.583,10.019,0.063,0.059,11.639,0.13,-4.645,1,LR,HepatitisA,0.025,0.006,0.637
9928,4.13,4.048,4.185,3.088,1.097,0.262,1,11.754,0.093,0.089,8.275,0.626,-5.033,1,LR,HepatitisA,0.022,-0.055,1.042
9929,4.27,4.228,4.408,3.18,1.228,0.279,1,10.354,0.119,0.206,11.754,0.452,-6.837,1,LR,HepatitisA,0.027,-0.138,1.09
9930,4.516,4.528,4.445,3.403,1.042,0.234,1,10.73,0.097,0.133,12.693,0.309,-6.182,1,LR,HepatitisA,0.022,0.071,1.113
9931,3.349,3.48,3.322,2.37,0.952,0.287,1.051,10.853,0.088,0.175,13.852,0.669,-7.336,1,LR,HepatitisA,0.026,0.027,0.979
9932,1.457,1.444,1.444,1.07,0.374,0.259,2.674,10.959,0.034,0.083,14.999,0.011,-4.427,1,LR,HepatitisA,0.024,0.013,0.387
9933,3.709,3.775,3.555,2.738,0.817,0.23,1.224,12.189,0.067,0.175,13.462,0.809,-5.48,1,LR,HepatitisA,0.019,0.154,0.97
9934,1.855,1.858,1.952,1.422,0.53,0.272,1.887,9.572,0.055,0.224,18.323,0.438,-8.309,1,LR,HepatitisA,0.028,-0.097,0.433
9935,2.68,2.743,2.688,1.927,0.762,0.283,1.313,11.771,0.065,0.095,8.864,0.85,-5.652,1,LR,HepatitisA,0.024,-0.009,0.753
9936,3.132,3.003,3.042,2.34,0.702,0.231,1.425,11.251,0.062,0.064,12.293,0.486,-5.436,1,LR,HepatitisA,0.021,0.09,0.792
9937,3.815,3.688,3.855,2.782,1.073,0.278,1,9.332,0.115,0.137,17.261,0.074,-6.278,1,LR,HepatitisA,0.03,-0.04,1.033
9938,1.349,1.311,1.303,1.038,0.265,0.204,3.769,10.802,0.025,0.146,11.205,0.108,-5.375,1,LR,HepatitisA,0.019,0.046,0.311
9939,3.548,3.568,3.535,2.592,0.943,0.267,1.06,10.645,0.089,0.111,15.591,0.414,-6.726,1,LR,HepatitisA,0.025,0.013,0.956
9940,1.684,1.689,1.62,1.31,0.31,0.191,3.226,10.389,0.03,0.166,15.203,0.381,-7.122,1,LR,HepatitisA,0.018,0.064,0.374
9941,2.656,2.557,2.587,1.898,0.688,0.266,1.453,11.006,0.063,0.072,15.248,0.156,-5.12,1,LR,HepatitisA,0.024,0.069,0.758
9942,1.333,1.252,1.317,0.972,0.346,0.262,2.892,11.855,0.029,0.073,9.96,0.418,-5.123,1,LR,HepatitisA,0.022,0.016,0.361
9943,3.533,3.442,3.467,2.667,0.8,0.231,1.25,11.528,0.069,0.126,15.833,0.118,-4.656,1,LR,HepatitisA,0.02,0.067,0.867
9944,1.946,1.859,1.973,1.442,0.532,0.269,1.881,10.81,0.049,0.083,15.582,0.059,-4.454,1,LR,HepatitisA,0.025,-0.028,0.504
9945,4.38,4.2,4.223,3.08,1.143,0.271,1,10.556,0.108,0.09,16.229,0.483,-5.945,1,LR,HepatitisA,0.026,0.157,1.3
9946,1.394,1.435,1.391,1.047,0.344,0.247,2.907,10.501,0.033,0.122,11.128,0.423,-5.869,1,LR,HepatitisA,0.024,0.004,0.348
9947,3.258,3.167,3.303,2.368,0.935,0.283,1.07,11.362,0.082,0.057,12.759,0.374,-5.547,1,LR,HepatitisA,0.025,-0.045,0.89
9948,2.797,2.637,2.795,2.058,0.737,0.264,1.357,9.946,0.074,0.097,17.225,0.186,-6.047,1,LR,HepatitisA,0.026,0.002,0.738
9949,1.152,1.12,1.135,0.91,0.225,0.198,4.448,9.403,0.024,0.067,17.362,0.037,-5.368,1,LR,HepatitisA,0.021,0.018,0.243
9950,2.232,2.333,2.24,1.707,0.533,0.238,1.875,9.747,0.055,0.161,14.947,0.146,-6.341,1,LR,HepatitisA,0.024,-0.008,0.525
9951,1.525,1.483,1.448,1.106,0.342,0.236,2.923,11.143,0.031,0.193,16.271,0.397,-7.123,1,LR,HepatitisA,0.021,0.077,0.419
9952,2.974,2.867,2.908,2.02,0.888,0.305,1.126,12.677,0.07,0.093,9.75,0.145,-4.876,1,LR,HepatitisA,0.024,0.066,0.954
9953,1.854,1.791,1.813,1.343,0.47,0.259,2.128,11.423,0.041,0.207,11.763,0.142,-3.247,1,LR,HepatitisA,0.023,0.041,0.511
9954,1.027,1.037,0.984,0.81,0.174,0.177,5.752,9.446,0.018,0.085,19.183,0.276,-5.919,1,LR,HepatitisA,0.019,0.043,0.216
9955,3.234,3.238,3.235,2.47,0.765,0.236,1.307,10.389,0.074,0.156,10.051,0.328,-5.713,1,LR,HepatitisA,0.023,-0.001,0.764
9956,4.726,4.687,4.445,3.52,0.925,0.208,1.081,10.875,0.085,0.084,13.578,0.038,-4.315,1,LR,HepatitisA,0.019,0.281,1.206
9957,1.741,1.749,1.712,1.368,0.343,0.201,2.913,12.523,0.027,0.098,2.532,0.376,-2.864,1,LR,HepatitisA,0.016,0.029,0.373
9958,1.306,1.215,1.249,0.948,0.301,0.241,3.326,11.309,0.027,0.108,13.774,0.888,-6.206,1,LR,HepatitisA,0.021,0.057,0.358
9959,3.165,3.212,3.09,2.3,0.79,0.256,1.266,12.034,0.066,0.124,6.109,0.306,-4.643,1,LR,HepatitisA,0.021,0.075,0.865
9960,4.674,4.527,4.503,3.478,1.025,0.228,1,10.594,0.097,0.074,12.242,0.726,-5.988,1,LR,HepatitisA,0.021,0.171,1.196
9961,1.11,1.074,1.079,0.845,0.235,0.218,4.259,9.61,0.024,0.098,17.595,0.255,-5.697,1,LR,HepatitisA,0.023,0.031,0.265
9962,1.679,1.7,1.72,1.313,0.407,0.236,2.459,9.486,0.043,0.169,10.715,0.963,-7.411,1,LR,HepatitisA,0.025,-0.041,0.366
9963,2.806,2.71,2.562,2.145,0.417,0.163,2.4,9.577,0.044,0.153,18.626,0.73,-6.742,1,LR,HepatitisA,0.017,0.245,0.661
9964,4.051,3.967,3.975,2.963,1.012,0.255,1,11.487,0.088,0.104,9.196,0.366,-4.904,1,LR,HepatitisA,0.022,0.076,1.088
9965,3.251,3.337,3.278,2.447,0.832,0.254,1.202,10.774,0.077,0.106,13.306,0.58,-6.404,1,LR,HepatitisA,0.024,-0.027,0.804
9966,1.87,1.755,1.795,1.333,0.462,0.257,2.166,10.85,0.043,0.055,17.635,0.165,-5.493,1,LR,HepatitisA,0.024,0.075,0.537
9967,2.971,2.948,3.027,2.305,0.722,0.238,1.386,12.579,0.057,0.184,2,0.168,-2.197,1,LR,HepatitisA,0.019,-0.056,0.666
9968,3.312,3.173,3.35,2.373,0.977,0.292,1.024,11.063,0.088,0.079,13.781,0.135,-5.44,1,LR,HepatitisA,0.026,-0.038,0.939
9969,2.654,2.712,2.683,1.893,0.79,0.294,1.266,13.941,0.057,0.117,4.196,0.082,-3.169,1,LR,HepatitisA,0.021,-0.029,0.761
9970,2.848,2.723,2.903,2.123,0.78,0.269,1.282,11.585,0.067,0.164,4.809,0.795,-4.857,1,LR,HepatitisA,0.023,-0.055,0.725
9971,4.917,4.835,4.663,3.632,1.032,0.221,1,11.679,0.088,0.064,10.084,0.135,-4.307,1,LR,HepatitisA,0.019,0.254,1.286
9972,1.392,1.431,1.409,1.082,0.327,0.232,3.061,10.436,0.031,0.176,15.195,0.123,-6.351,1,LR,HepatitisA,0.022,-0.016,0.31
9973,3.08,3.07,3.04,2.312,0.728,0.24,1.373,11.421,0.064,0.092,12.255,0.38,-4.758,1,LR,HepatitisA,0.021,0.04,0.768
9974,1.873,1.853,1.83,1.38,0.45,0.246,2.222,10.783,0.042,0.054,14.385,0.296,-5.667,1,LR,HepatitisA,0.023,0.043,0.493
9975,2.823,2.83,2.63,2.097,0.533,0.203,1.875,11.676,0.046,0.089,15.244,0.369,-5.714,1,LR,HepatitisA,0.017,0.193,0.727
9976,2.84,2.797,2.767,2.045,0.722,0.261,1.386,11.823,0.061,0.111,12.742,0.403,-4.841,1,LR,HepatitisA,0.022,0.073,0.795
9977,1.851,1.855,1.853,1.412,0.442,0.238,2.264,12.512,0.035,0.093,7.152,0.681,-4.643,1,LR,HepatitisA,0.019,-0.002,0.439
9978,3.98,3.903,3.967,3.01,0.957,0.241,1.045,12.283,0.078,0.067,10.826,0.654,-5.288,1,LR,HepatitisA,0.02,0.014,0.97
9979,4.496,4.398,4.493,3.412,1.082,0.241,1,11.788,0.092,0.133,8.51,0.806,-4.528,1,LR,HepatitisA,0.02,0.003,1.084
9980,4.925,4.64,4.81,3.643,1.167,0.243,1,11.032,0.106,0.157,13.365,0.162,-3.915,1,LR,HepatitisA,0.022,0.115,1.282
9981,1.652,1.635,1.58,1.337,0.243,0.154,4.11,10.568,0.023,0.158,17.246,0.285,-4.86,1,LR,HepatitisA,0.015,0.072,0.315
9982,2.5,2.425,2.375,1.867,0.508,0.214,1.967,11.982,0.042,0.131,10.141,1,-5.569,1,LR,HepatitisA,0.018,0.125,0.634
9983,1.473,1.417,1.462,1.078,0.383,0.262,2.609,11.36,0.034,0.17,13.031,0.864,-5.267,1,LR,HepatitisA,0.023,0.011,0.395
9984,4.671,4.642,4.66,3.573,1.087,0.233,1,9.725,0.112,0.061,17.468,0.168,-5.965,1,LR,HepatitisA,0.024,0.011,1.097
9985,2.525,2.4,2.592,2.003,0.588,0.227,1.7,12.721,0.046,0.132,3.042,0.317,-2.792,1,LR,HepatitisA,0.018,-0.067,0.521
9986,2.502,2.463,2.463,1.942,0.522,0.212,1.917,13.037,0.04,0.079,9.807,0.355,-4.514,1,LR,HepatitisA,0.016,0.039,0.561
9987,3.231,3.282,3.113,2.398,0.715,0.23,1.399,10.766,0.066,0.067,15.736,0.355,-5.809,1,LR,HepatitisA,0.021,0.118,0.833
9988,2.517,2.512,2.395,1.91,0.485,0.203,2.062,10.145,0.048,0.063,11.297,0.348,-5.122,1,LR,HepatitisA,0.02,0.122,0.607
9989,3.967,3.843,3.87,3.005,0.865,0.224,1.156,10.696,0.081,0.079,13.898,0.853,-6.719,1,LR,HepatitisA,0.021,0.097,0.962
9990,4.973,4.965,4.765,3.575,1.19,0.25,1,11.322,0.105,0.155,17.864,0.734,-8.207,1,LR,HepatitisA,0.022,0.208,1.398
9991,1.038,0.986,1.031,0.742,0.289,0.281,3.454,10.129,0.029,0.162,19.346,0.045,-6.66,1,LR,HepatitisA,0.028,0.007,0.296
9992,2.452,2.388,2.457,1.76,0.697,0.284,1.435,10.66,0.065,0.104,11.945,0.773,-6.604,1,LR,HepatitisA,0.027,-0.005,0.692
